UniqueID,Company,PurchaseOrder,PurchaseOrderLine,LineNumber,ShipToLocation,Item,ItemType,ServiceCode,ProcurementGroup,PurchaseOrderObjectID,Quantity,ReceivedQuantity,CatchWeightQuantity,ParticipantSequenceNumber,Tier,ManufacturerContract,Preferred,LastMatchUnitCost,MatchedQuantity,MatchedAmount,SubstituteQuantity,RejectedQuantity,CostOption,CostCode,Vendor,VendorItem,PurchaseFromLocation,Buyer,EnteredBuyUOM,EnteredUnitCost,Contract,ContractLine,MajorPurchasingClass,MinorPurchasingClass,ContractAmount,Description,EnteredBuyUOMMultiplier,VendorPriceUOM,VendorPriceUOMMultiplier,VendorPriceUOMQuantity,VendorBuyUnitCost,EarlyDeliveryDate,LateDeliveryDate,ReceivingActivityDate,CloseDate,DistributionCode,HSNSACCode,Taxable,TaxCode,TaxableUnitCost,StockWeight,StockVolume,PrintedOnReceivingDocument,CertificationRequired,RecInspFl,InspectionRequired,MSDSRequired,IgnoreLeadTimeCalculation,OvershipmentToleranceOption,UndershipmentToleranceOption,OvershipmentTolerancePercentage,UndershipmentTolerancePercentage,UserDate3,UserDate4,ItemGTIN,Manufacturer.ManufacturerCode,Manufacturer.ManufacturerDivision,ManufacturerNumber,LastDistributionSequence,LastSourceLine,Released,Issued,Revised,Closed,ExcludeFromAddOnChargeSpread,PurchaseOrderUserField2,PurchaseOrderUserField4,PurchaseOrderUserField6,MatchDetailKey,ArchivedQuantity,MatchedNotReceivedQuantity,ChargebackQuantity,WriteOffQuantity,VendorReturnLine,TaxUsageCode,CancelQuantity,QuantityToProcess,VendorPriceUOMQuantityToProcess,ExtendedAmount,InvoicedTaxAmount,AccruedTaxAmount,ExtendedTaxableAmount,OpenPurchaseAmount,OpenPurchaseAmountPOCurrency,ProductTaxCategory,LandedUnitCost,ICNCode,SupplementaryQuantity,RequisitionInterfaceInformation.SurgerySystemSource,RequisitionInterfaceInformation.SurgerySystemRequisitionReference,PunchoutId,FreightTerm,ShipTerm,TermCode,CatchWeightCost,PreviouslyReleased,SourcingEvent,CommodityCode,UseProcurementCard,ChargeQuantity,ChargedNotReceivedQuantity,ChargeApprovedQuantity,ChargeDisputeQuantity,OriginalLineNumber,Retainage,RetainageFirstPercent,RetainageSecondPercent,RetainageUpToPercentComplete,RetainagePercentComplete,RetainageOverridePercentComplete,ChargebackAmount,UNSPSCCode.UNSPSCSegment,UNSPSCCode.UNSPSCFamily,UNSPSCCode.UNSPSCClass,UNSPSCCode.UNSPSCCommodity,MemoQuantity,ServiceCancelAmount,MemoAmount,PurchaseOrderUserField7,EAMOperationNumber,EAMSequenceNumber,EAMWorkOrderNumber,CreatedBy,LastUpdateBy,LastUpdateDate,ReturnQuantity,CnCode,GlobalLineType,PurchaseOrderLineLifeCycleState,DistributionBy,OriginalItem,EAMWorkOrder,EAMWorkOrderActivity,EAMProjectID,EAMProjectType,EAMProjectTaxCode,EAMManufacturing,EAMTrade,EAMCommodityCode,EAMLineType,ExcludePOLine,Chemical,RebuildRepair,TestRequired,EAMDescription,EDIOutputUnitCost,EDIOutputLineAmount,E2GCompCode,EAMTool,TRACKINGNUMBER
0159d7c6-878d-0000-0011-715a538f85a8,1,11,1,1,MAIN,1,I,,1,,1,1,0,0,1,0,0,0,0,0,0,0,1,Y,1,CARD-1,,1,CA,43,1,1,GLV,,43,GLOVES EXAM LG PF,10,CA,10,1,43,2/1/2017,,3/12/2018,,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0.1,0.1,,,,KC,,50033,0,0,TRUE,FALSE,FALSE,N,FALSE,,,,1,0,0,0,0,0,,0,1,1,43,0,0,0,43,43,,43,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,42,13,22,03,0,0,0,,0,0,0,,,,0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015a0432-f6d4-0000-0000-5dc8538f85a8,1,12,1,1,MAIN,6,N,,1,,1,1,0,0,,4,0,0,1,0,0,0,1,C,8,596403210,,2,EA,450,4,0,,,450,SURFACE ART LPS-FLEX EF 3-4 10,1,EA,1,1,450,2/6/2017,,2/3/2017,2/3/2017,,,FALSE,,0,0,0,FALSE,FALSE,N,FALSE,FALSE,FALSE,0,0,0.1,0.1,,,,ZIM,,5964-32-10,0,1,TRUE,TRUE,FALSE,Y,FALSE,,,,6,0,0,0,0,0,,0,1,1,450,0,0,0,0,0,,450,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,inforhc2,inforhc1,"Wednesday, 17 May 2017 11:54:00.00 AM",0,,,3,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015a0432-f6d4-0000-0000-5e0a538f85a8,1,12,2,2,MAIN,10,N,,1,,1,1,0,0,,4,0,0,1,0,0,0,1,C,8,430107040,,2,EA,35,4,0,,,35,SCREW BN CANC TI FT 6.5 X 30,1,EA,1,1,35,2/6/2017,,2/3/2017,2/3/2017,,,FALSE,,0,0,0,FALSE,FALSE,N,FALSE,FALSE,FALSE,0,0,0.1,0.1,,,,ZIM,,4301-07-040,0,1,TRUE,TRUE,FALSE,Y,FALSE,,,,10,0,0,0,0,0,,0,1,1,35,0,0,0,0,0,,35,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,inforhc2,inforhc1,"Wednesday, 17 May 2017 11:54:00.00 AM",0,,,3,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015a1e3f-d262-0000-0006-e24b538f85a8,1,13,1,1,MAIN,10,N,,1,,1,1,0,0,,0,0,0,0,0,0,0,1,C,8,430107040,,2,EA,35,4,0,,,35,SCREW BN CANC TI FT 6.5 X 30,1,EA,1,1,35,2/9/2017,,2/9/2017,,,,FALSE,,0,0,0,TRUE,FALSE,,FALSE,FALSE,FALSE,0,0,0.1,0.1,,,,ZIM,,4301-07-040,0,0,TRUE,TRUE,FALSE,N,FALSE,,,,10,0,0,0,0,0,,0,1,1,35,0,0,0,35,35,,35,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,inforhc1,"Wednesday, 17 May 2017 11:56:00.00 AM",0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015a1e3f-d262-0000-001a-bfd5538f85a8,1,14,1,1,MAIN,6,N,,1,,2,0,0,0,,4,0,0,0,0,0,0,1,C,8,596403210,,2,EA,450,4,5,,,900,SURFACE ART LPS-FLEX EF 3-4 10,1,EA,1,2,450,2/17/2017,,,,,,FALSE,,0,0,0,FALSE,FALSE,N,FALSE,FALSE,FALSE,0,0,0.1,0.1,,,,ZIM,,5964-32-10,0,1,TRUE,FALSE,FALSE,N,FALSE,,,,6,0,0,0,0,0,,0,2,2,900,0,0,0,900,900,,450,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,inforhc2,inforhc2,"Tuesday, 14 February 2017 19:02:00.00 PM",0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015aaba5-59cb-0000-0001-31b8538f85a8,1,15,1,1,MAIN,H7628,X,,1,,4,4,0,0,,0,0,0,4,0,0,0,1,E,2,H7628,,4,EA,705,0,0,,,0,Mid Back Managerial Chair,1,EA,1,4,705,2/10/2016,,3/8/2017,3/8/2017,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,2,2,0,0,,,,,,,0,0,TRUE,FALSE,FALSE,Y,FALSE,,,,H7628,0,0,0,0,0,,0,4,4,2820,0,0,0,0,0,,705,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,0,,,3,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-0003-b1be538f85a8,1,20,1,1,MAIN,12,I,,1,,10,10,0,0,,0,0,0,0,0,0,0,1,E,1,"GLOVE, EXAM NITRL PF BLU MED",,4,PR,26.08,0,0,,,0,"GLOVE, EXAM NITRL PF BLU MED",1,PR,1,10,26.08,4/19/2017,,4/18/2017,,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,2,2,0,0,,,,,,,0,0,TRUE,FALSE,FALSE,N,FALSE,,,,12,0,0,0,0,0,,0,10,10,260.8,0,0,0,260.8,260.8,,26.08,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-0003-b2c0538f85a8,1,20,2,2,MAIN,2,I,,1,,5,5,0,0,1,0,0,0,0,0,0,0,1,Y,1,CARD-2,,4,CA,150,1,2,MED,,750,TAPE TRANSPORE SURG 1X10 YDS,240,CA,240,5,150,4/19/2017,,4/18/2017,,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,2,2,0,0,,,,3M,MED,656511,0,0,TRUE,FALSE,FALSE,N,FALSE,,,,2,0,0,0,0,0,,0,5,5,750,0,0,0,750,750,,150,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,42,31,15,52,0,0,0,,0,0,0,,,,0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-0003-d8c0538f85a8,1,21,1,1,MAIN,OFFDESK,X,,1,,1,1,0,0,,0,0,0,0,0,0,0,1,E,2,OFFDESK,,2,EA,300,0,0,,,0,Office Desk,1,EA,1,1,300,4/18/2017,,4/18/2017,,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,2,2,0,0,,,,,,,0,0,TRUE,FALSE,FALSE,N,FALSE,,,,OFFDESK,0,0,0,0,0,,0,1,1,300,0,0,0,300,300,,300,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-0004-4348538f85a8,1,22,1,1,MAIN,6,N,,1,,1,1,0,0,,0,0,0,0,0,0,0,1,E,1,SURFACE ART LPS-FLEX EF 3-4 10,,2,EA,450,0,0,,,0,SURFACE ART LPS-FLEX EF 3-4 10,1,EA,1,1,450,4/18/2017,,4/18/2017,,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,2,2,0,0,,,,,,,0,0,TRUE,FALSE,FALSE,N,FALSE,,,,6,0,0,0,0,0,,0,1,1,450,0,0,0,450,450,,450,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-0008-de50538f85a8,1,26,1,1,MAIN,OFF DESK 100,X,,1,,1,0,0,0,,0,0,0,0,0,0,0,1,E,2,OFF DESK 100,,2,EA,250,0,0,,,0,Office Desk,1,EA,1,1,250,4/21/2017,,,,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,0,,,,,,,0,0,FALSE,FALSE,FALSE,N,FALSE,,,,OFF DESK 100,0,0,0,0,0,,0,1,1,250,0,0,0,250,250,,250,,0,,,,,,,0,FALSE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,0,,,0,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-0008-e071538f85a8,1,27,1,1,MAIN,GE12345877,X,,1,,1,0,0,0,,0,0,0,0,0,0,0,1,E,6,GE12345877,,4,EA,13900,0,0,MED,,0,GE Venue 50,1,EA,1,1,13900,4/24/2017,,,,,,FALSE,,0,0,0,FALSE,FALSE,N,FALSE,FALSE,FALSE,0,0,0,0,,,,,,,0,0,FALSE,FALSE,FALSE,N,FALSE,,,,GE12345877,0,0,0,0,0,,0,1,1,13900,0,0,0,13900,13900,,13900,,0,,,,,,,0,FALSE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,inforhc2,inforhc2,"Friday, 21 April 2017 07:04:00.00 AM",0,,,0,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-0008-e08f538f85a8,1,27,2,2,MAIN,GE12345877,X,,1,,1,0,0,0,,0,0,0,0,0,0,0,1,P,6,GE12345877,,4,EA,13900,0,0,MED,,0,GE Venue 50,1,EA,1,1,13900,4/24/2017,,,,,,FALSE,,0,0,0,FALSE,FALSE,N,FALSE,FALSE,FALSE,0,0,0,0,,,,,,,0,0,FALSE,FALSE,FALSE,N,FALSE,,,,GE12345877,0,0,0,0,0,,0,1,1,13900,0,0,0,13900,13900,,13900,,0,,,,,,,0,FALSE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,inforhc2,inforhc2,"Friday, 21 April 2017 07:04:00.00 AM",0,,,0,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
015b6db7-ab91-0000-000a-3de3538f85a8,1,30,1,1,MAIN,8,N,,1,,1,0,0,0,,0,0,0,0,0,0,0,1,C,8,30455503000,,2,EA,700,4,4,,,700,STEM FEMORAL SOLID LG 165,1,EA,1,1,700,4/24/2017,,,,,,FALSE,,0,0,0,TRUE,FALSE,,FALSE,FALSE,FALSE,1,1,0.1,0.09,,,,ZIM,,30-4555-30,0,0,FALSE,TRUE,TRUE,N,FALSE,,,,8,0,0,0,0,0,,0,1,1,700,0,0,0,700,700,,700,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,0,,,0,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,TrackingTest1
015b6db7-ab91-0000-000a-46c0538f85a8,1,31,1,1,MAIN,10,N,,1,,1,0,0,0,,0,0,0,0,0,0,0,1,C,8,430107040,,2,EA,35,4,2,,,35,SCREW BN CANC TI FT 6.5 X 30,1,EA,1,1,35,4/24/2017,,,,,,FALSE,,0,0,0,TRUE,FALSE,,FALSE,FALSE,FALSE,1,1,0.1,0.09,,,,ZIM,,4301-07-040,0,0,TRUE,TRUE,TRUE,N,FALSE,,,,10,0,0,0,0,0,,0,1,1,35,0,0,0,35,35,,35,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,1232
015b6db7-ab91-0000-000a-4d24538f85a8,1,32,1,1,MAIN,1,I,,1,,10,10,0,0,1,0,0,0,0,0,0,0,1,Y,1,CARD-1,,2,CA,43,1,1,GLV,,430,GLOVES EXAM LG PF,10,CA,10,10,43,4/24/2017,,4/25/2017,,,,FALSE,,0,0,0,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,0,,,,KC,,50033,0,0,TRUE,FALSE,FALSE,N,FALSE,,,,1,0,0,0,0,0,,0,10,10,430,0,0,0,430,430,,43,,0,,,,,,,0,TRUE,0,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,42,13,22,03,0,0,0,,0,0,0,,,,0,,,1,0,,,0,,,,,,,,FALSE,FALSE,FALSE,FALSE,,0,0,,,
