UniqueID,Company,PurchaseOrderReceipt,PurchaseOrderReceiptLine,ReferenceNumber,PurchaseOrder,PurchaseOrderLine,Item,Description,ItemType,VendorItem,ShipToLocation,ProcessLevel,VendorPriceUOM,ReceivedUOM,EnteredReceivedQuantity,ReceivedUOMMultiplier,RejectedQuantity,OriginalReceivedQuantity,CatchWeightQuantity,OriginalUnitCost,MatchUnitCost,Bin,CancelBackorder,InspectionRequired,DetailsInBalance,Status,BuyerMessage,LastPurchaseOrderTransactionDetail,UpdateDate,ReceivedDate,Vendor,Invoice,Suffix,MSDSRequired,MSDSVersion,MSDSDocument,MatchedQuantity,MatchObjectID,MatchDetailKey,OpenToMatchQuantity,ArchivedQuantity,ArchivedWriteOffQuantity,VendorPriceUOMMultiplier,VendorPriceUOMQuantity,BuyUOMQuantity,VendorBuyUOM,VendorBuyUOMMultiplier,ChargebackQuantity,WriteOffQuantity,MatchSequence,TaxCode,TaxableUnitCost,ExtendedAmount,VendorReturn,VendorReturnLine,FullyDelivered,ReceivedAllocatedQuantity,TaxUsageCode,IntrastatNumber,ManufacturerID,ManufacturerNumber,ShipToFacility,CatchWeightCost,CommodityCode,ChargeQuantity,ProductTaxCategory,ItemGTIN,EAMOperationNumber,EAMSequenceNumber,EAMWorkOrderNumber,CreatedBy,LastUpdateDate,LastUpdateBy,GlobalLineType,IsCancelRemaining,StockUOMFlag,MultipleBins,InterfaceInProcess,OriginatingInterfaceRun,HSNSACCode,DAMAGED
015b6db7-ab91-0000-0003-db40538f85a8,1,15,1,,21,1,OFFDESK,Office Desk,X,OFFDESK,MAIN,1,EA,EA,1,1,0,1,0,300,300,,FALSE,FALSE,TRUE,1,FALSE,0,,4/18/2017,2,,0,FALSE,,,0,0,OFFDESK,1,0,0,1,1,1,EA,1,0,0,0,,0,300,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015b6db7-ab91-0000-0004-09a1538f85a8,1,20,1,,20,1,12,"GLOVE, EXAM NITRL PF BLU MED",I,"GLOVE, EXAM NITRL PF BLU MED",MAIN,1,PR,PR,10,1,0,10,0,26.08,26.08,,FALSE,FALSE,TRUE,1,FALSE,0,,4/18/2017,1,,0,FALSE,,,0,0,12,10,0,0,1,10,10,PR,1,0,0,0,,0,260.8,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015b6db7-ab91-0000-0004-09a5538f85a8,1,20,2,,20,2,2,TAPE TRANSPORE SURG 1X10 YDS,I,CARD-2,MAIN,1,CA,CA,5,240,0,5,0,150,150,,FALSE,FALSE,TRUE,1,FALSE,0,,4/18/2017,1,,0,FALSE,,,0,0,2,5,0,0,240,5,5,CA,240,0,0,0,,0,750,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015b6db7-ab91-0000-0004-44db538f85a8,1,21,1,,22,1,6,SURFACE ART LPS-FLEX EF 3-4 10,N,SURFACE ART LPS-FLEX EF 3-4 10,MAIN,1,EA,EA,1,1,0,1,0,450,450,,FALSE,FALSE,TRUE,1,FALSE,0,,4/18/2017,1,,0,FALSE,,,0,0,6,1,0,0,1,1,1,EA,1,0,0,0,,0,450,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015b6db7-ab91-0000-000a-6656538f85a8,1,25,1,,33,1,21,Urine and Stool Collection Pan,N,123-3451,MAIN,1,EA,EA,1,1,0,1,0,0.59,0.59,,FALSE,FALSE,TRUE,1,FALSE,0,,4/24/2017,1,,0,FALSE,,,0,0,21,1,0,0,1,1,1,EA,1,0,0,0,,0,0.59,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015b6db7-ab91-0000-000c-6aaf538f85a8,1,27,1,,32,1,1,GLOVES EXAM LG PF,I,CARD-1,MAIN,1,CA,CA,10,10,0,10,0,43,43,,FALSE,FALSE,TRUE,1,FALSE,0,,4/25/2017,1,,0,FALSE,,,0,0,1,10,0,0,10,10,10,CA,10,0,0,0,,0,430,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015ba696-7834-0000-0002-5506538f85a8,1,28,1,,39,1,6,SURFACE ART LPS-FLEX EF 3-4 10,N,596403210,MAIN,1,EA,EA,2,1,0,2,0,450,450,,FALSE,FALSE,TRUE,1,FALSE,0,,4/27/2017,8,,0,FALSE,,,0,0,6,2,0,0,1,2,2,EA,1,0,0,0,,0,900,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015ba696-7834-0000-0006-eac7538f85a8,1,29,1,,44,1,1,GLOVES EXAM LG PF,I,CARD-1,MAIN,1,CA,CA,10,10,0,10,0,43,43,,FALSE,FALSE,TRUE,1,FALSE,0,,05-02-2017,1,,0,FALSE,,,10,10,1,0,0,0,10,10,10,CA,10,0,0,1,,0,430,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015ba696-7834-0000-0006-eacb538f85a8,1,29,2,,44,2,2,TAPE TRANSPORE SURG 1X10 YDS,I,CARD-2,MAIN,1,CA,CA,100,240,0,100,0,150,150,,FALSE,FALSE,TRUE,1,FALSE,0,,05-02-2017,1,,0,FALSE,,,100,10,2,0,0,0,240,100,100,CA,240,0,0,2,,0,15000,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015ba696-7834-0000-0006-eacf538f85a8,1,29,3,,44,3,3,"STERI-STRIP 1/4"" X 3"" WHITE",I,CARD-3,MAIN,1,CA,CA,100,24,0,100,0,38,38,,FALSE,FALSE,TRUE,1,FALSE,0,,05-02-2017,1,,0,FALSE,,,100,10,3,0,0,0,24,100,100,CA,24,0,0,3,,0,3800,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015ba696-7834-0000-0006-ead8538f85a8,1,29,4,,44,4,4,"NEEDLE 27G X 1/2""",I,CARD-4,MAIN,1,CA,CA,1000,300,0,1000,0,110,110,,FALSE,FALSE,TRUE,1,FALSE,0,,05-02-2017,1,,0,FALSE,,,1000,10,4,0,0,0,300,1000,1000,CA,300,0,0,4,,0,110000,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015bd957-b312-0000-0002-bc99538f85a8,1,30,1,,45,1,21,URINE AND STOOL COLLECTION PAN,N,123-3451,MAIN,1,EA,EA,1,1,0,1,0,0.59,0.59,,FALSE,FALSE,TRUE,1,FALSE,0,,05-08-2017,1,,0,FALSE,,,0,0,21,1,0,0,1,1,1,EA,1,0,0,0,,0,0.59,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015bd957-b312-0000-0002-bca6538f85a8,1,30,2,,45,2,12,"GLOVE, EXAM NITRL PF BLU MED",I,"GLOVE, EXAM NITRL PF BLU MED",MAIN,1,PR,PR,4,1,0,4,0,26.08,26.08,,FALSE,FALSE,TRUE,1,FALSE,0,,05-08-2017,1,,0,FALSE,,,0,0,12,4,0,0,1,4,4,PR,1,0,0,0,,0,104.32,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-aeb0538f85a8,1,31,1,,49,1,34,STEM HIP FITMORE  A SIZE 4.5,N,ZIMM ORTHO-09,MAIN,1,EA,EA,3,1,0,3,0,1000,1000,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,3,14,34,0,0,0,1,3,3,EA,1,0,0,1,,0,3000,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-af8d538f85a8,1,32,1,,48,1,ZIM 113,SPECIAL 3,X,ZIM 113,MAIN,1,EA,EA,3,1,0,3,0,1700,1700,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,3,13,ZIM 113,0,0,0,1,3,3,EA,1,0,0,1,,0,5100,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-b049538f85a8,1,33,1,,47,1,1,SPECIAL 1,X,1,MAIN,1,EA,EA,3,1,0,3,0,999,999,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,3,12,1,0,0,0,1,3,3,EA,1,0,0,1,,0,2997,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-c198538f85a8,1,34,1,,50,1,28,STEM HIP FITMORE  A SIZE 5,N,ZIMM ORTHO-04,MAIN,1,EA,EA,2,1,0,2,0,1350,1350,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,0,0,28,2,0,0,1,2,2,EA,1,0,0,0,,0,2700,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-c1a5538f85a8,1,34,2,,50,2,29,STEM HIP FITMORE  A SIZE 6,N,ZIMM ORTHO-05,MAIN,1,EA,EA,4,1,0,4,0,1350,1350,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,0,0,29,4,0,0,1,4,4,EA,1,0,0,0,,0,5400,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-c1b4538f85a8,1,34,3,,50,3,31,STEM HIP FITMORE  A SIZE 7,N,ZIMM ORTHO-07,MAIN,1,EA,EA,4,1,0,4,0,1600,1600,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,0,0,31,4,0,0,1,4,4,EA,1,0,0,0,,0,6400,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-c1c2538f85a8,1,34,4,,50,4,32,STEM HIP FITMORE  A SIZE 8,N,ZIMM ORTHO-08,MAIN,1,EA,EA,4,1,0,4,0,1000,1000,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,0,0,32,4,0,0,1,4,4,EA,1,0,0,0,,0,4000,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-f312538f85a8,1,35,1,,51,1,26,STEM HIP FITMORE  A SIZE 3,N,,MAIN,1,EA,EA,4,1,0,4,0,999,999,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,0,0,26,4,0,0,1,4,4,EA,1,0,0,0,,0,3996,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-f31f538f85a8,1,35,2,,51,2,27,STEM HIP FITMORE  A SIZE 4,N,ZIMM ORTHO-03,MAIN,1,EA,EA,4,1,0,4,0,1450,1450,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,0,0,27,4,0,0,1,4,4,EA,1,0,0,0,,0,5800,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0000-f32e538f85a8,1,35,3,,51,3,32,STEM HIP FITMORE  A SIZE 8,N,ZIMM ORTHO-08,MAIN,1,EA,EA,4,1,0,4,0,1000,1000,,FALSE,FALSE,TRUE,1,FALSE,0,,05-09-2017,8,,0,FALSE,,,0,0,32,4,0,0,1,4,4,EA,1,0,0,0,,0,4000,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0004-189e538f85a8,1,36,2,,42,2,8,STEM FEMORAL SOLID LG 165,N,30455503000,MAIN,1,EA,EA,10,1,0,10,0,700,700,,FALSE,FALSE,TRUE,1,FALSE,0,,05-10-2017,8,,0,FALSE,,,0,0,8,10,0,0,1,10,10,EA,1,0,0,0,,0,7000,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0004-18aa538f85a8,1,36,3,,42,3,9,SCREW BN CANC TI FT 6.5 X 25,N,430107050,MAIN,1,EA,EA,1,1,0,1,0,35,35,,FALSE,FALSE,TRUE,1,FALSE,0,,05-10-2017,8,,0,FALSE,,,0,0,9,1,0,0,1,1,1,EA,1,0,0,0,,0,35,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0004-18bc538f85a8,1,36,4,,42,4,10,SCREW BN CANC TI FT 6.5 X 30,N,430107040,MAIN,1,EA,EA,1100,1,0,1100,0,35,35,,FALSE,FALSE,TRUE,1,FALSE,0,,05-10-2017,8,,0,FALSE,,,0,0,10,1100,0,0,1,1100,1100,EA,1,0,0,0,,0,38500,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0004-18c9538f85a8,1,36,5,,42,5,11,SCREW BN CANC TI FT 6.5 X 40,N,430107025,MAIN,1,EA,EA,120,1,0,120,0,35,35,,FALSE,FALSE,TRUE,1,FALSE,0,,05-10-2017,8,,0,FALSE,,,0,0,11,120,0,0,1,120,120,EA,1,0,0,0,,0,4200,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 11 May 2017 04:01:00.00 AM",inforhc1,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-000a-bdb0538f85a8,1,37,1,,59,1,35,STEM HIP FITMORE  A SIZE 7.5,N,ZIMM ORTHO-10,OR,1,EA,EA,10,1,0,10,0,1250,1250,,FALSE,FALSE,TRUE,1,FALSE,0,,5/17/2017,8,,0,FALSE,,,10,15,35,0,0,0,1,10,10,EA,1,0,0,1,,0,12500,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Wednesday, 17 May 2017 12:18:00.00 PM",inforhc33,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-000b-9c9d538f85a8,1,38,1,,62,1,ZIM 11001,STEM HIP FITMORE A SIZE 9,X,ZIM 11001,MAIN,1,EA,EA,1,1,0,1,0,1550,1550,,FALSE,FALSE,TRUE,1,FALSE,0,,5/17/2017,8,,0,FALSE,,,0,0,ZIM 11001,1,0,0,1,1,1,EA,1,0,0,0,,0,1550,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 22 June 2017 06:00:00.00 AM",inforhc2,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0012-4827538f85a8,1,39,1,,64,1,1,GLOVES EXAM LG PF,I,CARD-1,MAIN,1,CA,CA,5,10,0,5,0,43,43,,FALSE,FALSE,TRUE,1,FALSE,0,,5/24/2017,1,,0,FALSE,,,0,0,1,5,0,0,10,5,5,CA,10,0,0,0,,0,215,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 22 June 2017 06:00:00.00 AM",inforhc2,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0012-b7e5538f85a8,1,40,1,,66,1,38,STEM HIP FITMORE  A SIZE 4,N,STEM HIP FITMORE  A SIZE 4,MAIN,1,EA,EA,1,1,0,1,0,1200,1200,,FALSE,FALSE,TRUE,1,FALSE,0,,5/24/2017,5,,0,FALSE,,,0,0,38,1,0,0,1,1,1,EA,1,0,0,0,,0,1200,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 22 June 2017 06:00:00.00 AM",inforhc2,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0012-b7f4538f85a8,1,40,2,,66,2,27,STEM HIP FITMORE  A SIZE 4,N,STEM HIP FITMORE  A SIZE 4,MAIN,1,EA,EA,1,1,0,1,0,3200,3200,,FALSE,FALSE,TRUE,1,FALSE,0,,5/24/2017,5,,0,FALSE,,,0,0,27,1,0,0,1,1,1,EA,1,0,0,0,,0,3200,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 22 June 2017 06:00:00.00 AM",inforhc2,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
015be985-3f33-0000-0018-32f0538f85a8,1,41,1,,76,1,SPRINT 1,gloves,X,SPRINT 1,MAIN,1,BX,BX,1,1,0,1,0,20,20,,FALSE,FALSE,TRUE,1,FALSE,0,,5/30/2017,1005,,0,FALSE,,,0,0,SPRINT 1,1,0,0,1,1,1,BX,1,0,0,0,,0,20,0,0,TRUE,0,,0,0,,,0,,0,,,0,0,0,,"Thursday, 22 June 2017 06:00:00.00 AM",inforhc2,,FALSE,FALSE,FALSE,FALSE,0,,FALSE
